model,slope,intercept,R2,RMSE,n
PiB_SUVR_to_CL,101.90249117307391,-104.59856434524346,0.9808163758180262,6.876165709424239,46
FBP_to_PiB_eq_SUVR,2.0156519806203876,-1.1594200852599112,0.9576615909906324,0.11470473758358309,46
